Ref,DS_SS,Ref_name,Extracted_by,Ocean,Region,Study_location,Ecoregion_number,Study_site,Study_type,Genus,species,Updated_Genus,Updated_species,Colony_form,Other_forms,Coral_age_class,Coral_age_at_start_expt_days_since_settled,Coral_age_at_start_expt_days_postfert,Coral_age_at_end_expt_days_postfert,Surface_direction,Surface_direction_deg,Treatment,Exp_details,Other_conditions,Control_code,Sed_comp,Binary_sed_burial,Sed_level,Sed_level_UoM,Sed_level_stand_mg,Sed_level_avg_type,Sed_level_avg_N,Sed_level_avg_N_UoM,Sed_error_low,Sed_error_high,Sed_error_type,Sed_exposure,Sed_exposure_UoM,Sed_exposure_days,Sed_days,Days_after_start,Sed_application,Sed_notes,Binary_high_yield,Binary_hydrostatic_inflation,Binary_tentacular_activity,Binary_increased_mucus,Binary_congealed_sediment,Binary_auto_to_heterotroph,Binary_reduced_PR_ratio,Binary_reduced_FvFm,Binary_reduced_growth,Binary_reduced_fertilization,Binary_limited_settlement,Binary_bleaching_or_reduced_chla,Binary_algal_overgrowth,Binary_smothering,Binary_larval_survival,Binary_recruit_death,Binary_small_necroses,Binary_large_necroses,Binary_death_total,Bin_notes,Binary_non_adverse_reported,Binary_adverse_reported,Binary_mortality_reported,Binary_any_effect,Binary_effect_non_adverse,Binary_effect_adverse,Binary_effect_mortality,date_of extraction,Additional_notes,Changes_from_full_dataset
DS27,DS,Sofonia (2006) PhD Chapter 4,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Field,manipulative,Montipora,tuberculosa,Montipora,tuberculosa,,,adult,,,,,,Gradient of sediment - 7,n/a,Ambient field conditions,0,fine to medium (<500 micron) silicate-based (in plaster of paris),0,24.8,mg/cm2/day,24.8,regression,n/a,n/a,n/a,n/a,n/a,15,days,15,15,,,Based on x-values from Fig. 4.22,,,0,0,,,,,,,,0,,,,,0,0,,"based on Fig. 4.6; if <=95% of coral was unbleached, then considered ""local bleaching"", otherwise (>95% unbleached) no bleaching considered; in Discussion author mentions lack of mucus and tentacle activity of Montipora, as well as necroses of Montipora under sediment/bleached surface (if unbleached >=50% considered small necroses, if unbleached <50% considered large necroses)",1,1,1,0,0,0,0,not recorded,"field study that focused on calibration of artificial sediment block for use on the reef, but was able to glean data from Fig. 4.6 because of discrete grouping of sediment levels (like treatments), then averaging bleaching response",n/a
DS27,DS,Sofonia (2006) PhD Chapter 4,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Field,manipulative,Montipora,tuberculosa,Montipora,tuberculosa,,,adult,,,,,,Gradient of sediment - 8,n/a,Ambient field conditions,0,fine to medium (<500 micron) silicate-based (in plaster of paris),0,32.4,mg/cm2/day,32.4,regression,n/a,n/a,n/a,n/a,n/a,15,days,15,15,,,Based on x-values from Fig. 4.23,,,0,0,,,,,,,,1,,,,,1,0,,"based on Fig. 4.6; if <=95% of coral was unbleached, then considered ""local bleaching"", otherwise (>95% unbleached) no bleaching considered; in Discussion author mentions lack of mucus and tentacle activity of Montipora, as well as necroses of Montipora under sediment/bleached surface (if unbleached >=50% considered small necroses, if unbleached <50% considered large necroses)",1,1,1,1,0,1,1,not recorded,"field study that focused on calibration of artificial sediment block for use on the reef, but was able to glean data from Fig. 4.6 because of discrete grouping of sediment levels (like treatments), then averaging bleaching response",n/a
DS27,DS,Sofonia (2006) PhD Chapter 4,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Field,manipulative,Montipora,tuberculosa,Montipora,tuberculosa,,,adult,,,,,,Gradient of sediment - 9,n/a,Ambient field conditions,0,fine to medium (<500 micron) silicate-based (in plaster of paris),0,42.5,mg/cm2/day,42.5,regression,n/a,n/a,n/a,n/a,n/a,15,days,15,15,,,Based on x-values from Fig. 4.24,,,0,0,,,,,,,,1,,,,,1,0,,"based on Fig. 4.6; if <=95% of coral was unbleached, then considered ""local bleaching"", otherwise (>95% unbleached) no bleaching considered; in Discussion author mentions lack of mucus and tentacle activity of Montipora, as well as necroses of Montipora under sediment/bleached surface (if unbleached >=50% considered small necroses, if unbleached <50% considered large necroses)",1,1,1,1,0,1,1,not recorded,"field study that focused on calibration of artificial sediment block for use on the reef, but was able to glean data from Fig. 4.6 because of discrete grouping of sediment levels (like treatments), then averaging bleaching response",n/a
DS27,DS,Sofonia (2006) PhD Chapter 4,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Field,manipulative,Montipora,tuberculosa,Montipora,tuberculosa,,,adult,,,,,,Gradient of sediment - 10,n/a,Ambient field conditions,0,fine to medium (<500 micron) silicate-based (in plaster of paris),0,55.8,mg/cm2/day,55.8,regression,n/a,n/a,n/a,n/a,n/a,15,days,15,15,,,Based on x-values from Fig. 4.25,,,0,0,,,,,,,,1,,,,,1,0,,"based on Fig. 4.6; if <=95% of coral was unbleached, then considered ""local bleaching"", otherwise (>95% unbleached) no bleaching considered; in Discussion author mentions lack of mucus and tentacle activity of Montipora, as well as necroses of Montipora under sediment/bleached surface (if unbleached >=50% considered small necroses, if unbleached <50% considered large necroses)",1,1,1,1,0,1,1,not recorded,"field study that focused on calibration of artificial sediment block for use on the reef, but was able to glean data from Fig. 4.6 because of discrete grouping of sediment levels (like treatments), then averaging bleaching response",n/a
DS27,DS,Sofonia (2006) PhD Chapter 4,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Field,manipulative,Montipora,tuberculosa,Montipora,tuberculosa,,,adult,,,,,,Gradient of sediment - 11,n/a,Ambient field conditions,0,fine to medium (<500 micron) silicate-based (in plaster of paris),0,73.1,mg/cm2/day,73.1,regression,n/a,n/a,n/a,n/a,n/a,15,days,15,15,,,Based on x-values from Fig. 4.26,,,0,0,,,,,,,,1,,,,,1,0,,"based on Fig. 4.6; if <=95% of coral was unbleached, then considered ""local bleaching"", otherwise (>95% unbleached) no bleaching considered; in Discussion author mentions lack of mucus and tentacle activity of Montipora, as well as necroses of Montipora under sediment/bleached surface (if unbleached >=50% considered small necroses, if unbleached <50% considered large necroses)",1,1,1,1,0,1,1,not recorded,"field study that focused on calibration of artificial sediment block for use on the reef, but was able to glean data from Fig. 4.6 because of discrete grouping of sediment levels (like treatments), then averaging bleaching response",n/a
DS27,DS,Sofonia (2006) PhD Chapter 4,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Field,manipulative,Montipora,tuberculosa,Montipora,tuberculosa,,,adult,,,,,,Gradient of sediment - 12,n/a,Ambient field conditions,0,fine to medium (<500 micron) silicate-based (in plaster of paris),0,95.9,mg/cm2/day,95.9,regression,n/a,n/a,n/a,n/a,n/a,15,days,15,15,,,Based on x-values from Fig. 4.27,,,0,0,,,,,,,,1,,,,,1,0,,"based on Fig. 4.6; if <=95% of coral was unbleached, then considered ""local bleaching"", otherwise (>95% unbleached) no bleaching considered; in Discussion author mentions lack of mucus and tentacle activity of Montipora, as well as necroses of Montipora under sediment/bleached surface (if unbleached >=50% considered small necroses, if unbleached <50% considered large necroses)",1,1,1,1,0,1,1,not recorded,"field study that focused on calibration of artificial sediment block for use on the reef, but was able to glean data from Fig. 4.6 because of discrete grouping of sediment levels (like treatments), then averaging bleaching response",n/a
DS27,DS,Sofonia (2006) PhD Chapter 4,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Field,manipulative,Montipora,tuberculosa,Montipora,tuberculosa,,,adult,,,,,,Gradient of sediment - 13,n/a,Ambient field conditions,0,fine to medium (<500 micron) silicate-based (in plaster of paris),0,125.4,mg/cm2/day,125.4,regression,n/a,n/a,n/a,n/a,n/a,15,days,15,15,,,Based on x-values from Fig. 4.28,,,0,0,,,,,,,,1,,,,,1,0,,"based on Fig. 4.6; if <=95% of coral was unbleached, then considered ""local bleaching"", otherwise (>95% unbleached) no bleaching considered; in Discussion author mentions lack of mucus and tentacle activity of Montipora, as well as necroses of Montipora under sediment/bleached surface (if unbleached >=50% considered small necroses, if unbleached <50% considered large necroses)",1,1,1,1,0,1,1,not recorded,"field study that focused on calibration of artificial sediment block for use on the reef, but was able to glean data from Fig. 4.6 because of discrete grouping of sediment levels (like treatments), then averaging bleaching response",n/a
DS27,DS,Sofonia (2006) PhD Chapter 4,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Field,manipulative,Montipora,tuberculosa,Montipora,tuberculosa,,,adult,,,,,,Gradient of sediment - 14,n/a,Ambient field conditions,0,fine to medium (<500 micron) silicate-based (in plaster of paris),0,164.3,mg/cm2/day,164.3,regression,n/a,n/a,n/a,n/a,n/a,15,days,15,15,,,Based on x-values from Fig. 4.29,,,0,0,,,,,,,,1,,,,,1,0,,"based on Fig. 4.6; if <=95% of coral was unbleached, then considered ""local bleaching"", otherwise (>95% unbleached) no bleaching considered; in Discussion author mentions lack of mucus and tentacle activity of Montipora, as well as necroses of Montipora under sediment/bleached surface (if unbleached >=50% considered small necroses, if unbleached <50% considered large necroses)",1,1,1,1,0,1,1,not recorded,"field study that focused on calibration of artificial sediment block for use on the reef, but was able to glean data from Fig. 4.6 because of discrete grouping of sediment levels (like treatments), then averaging bleaching response",n/a
DS27,DS,Sofonia (2006) PhD Chapter 4,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Field,manipulative,Montipora,tuberculosa,Montipora,tuberculosa,,,adult,,,,,,Gradient of sediment - 15,n/a,Ambient field conditions,0,fine to medium (<500 micron) silicate-based (in plaster of paris),0,215.4,mg/cm2/day,215.4,regression,n/a,n/a,n/a,n/a,n/a,15,days,15,15,,,Based on x-values from Fig. 4.30,,,0,0,,,,,,,,1,,,,,1,0,,"based on Fig. 4.6; if <=95% of coral was unbleached, then considered ""local bleaching"", otherwise (>95% unbleached) no bleaching considered; in Discussion author mentions lack of mucus and tentacle activity of Montipora, as well as necroses of Montipora under sediment/bleached surface (if unbleached >=50% considered small necroses, if unbleached <50% considered large necroses)",1,1,1,1,0,1,1,not recorded,"field study that focused on calibration of artificial sediment block for use on the reef, but was able to glean data from Fig. 4.6 because of discrete grouping of sediment levels (like treatments), then averaging bleaching response",n/a
DS27,DS,Sofonia (2006) PhD Chapter 4,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Field,manipulative,Montipora,tuberculosa,Montipora,tuberculosa,,,adult,,,,,,Gradient of sediment - 16,n/a,Ambient field conditions,0,fine to medium (<500 micron) silicate-based (in plaster of paris),0,281.7,mg/cm2/day,281.7,regression,n/a,n/a,n/a,n/a,n/a,15,days,15,15,,,Based on x-values from Fig. 4.31,,,0,0,,,,,,,,1,,,,,1,1,,"based on Fig. 4.6; if <=95% of coral was unbleached, then considered ""local bleaching"", otherwise (>95% unbleached) no bleaching considered; in Discussion author mentions lack of mucus and tentacle activity of Montipora, as well as necroses of Montipora under sediment/bleached surface (if unbleached >=50% considered small necroses, if unbleached <50% considered large necroses)",1,1,1,1,0,1,1,not recorded,"field study that focused on calibration of artificial sediment block for use on the reef, but was able to glean data from Fig. 4.6 because of discrete grouping of sediment levels (like treatments), then averaging bleaching response",n/a
DS27,DS,Sofonia (2006) PhD Chapter 4,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Field,manipulative,Porites,cylindrica,Porites,cylindrica,,,adult,,,,,,Gradient of sediment - 1,n/a,Ambient field conditions,0,fine to medium (<500 micron) silicate-based (in plaster of paris),0,4.9,mg/cm2/day,4.9,regression,n/a,n/a,n/a,n/a,n/a,15,days,15,15,,,Based on x-values from Fig. 4.32,,,,,,,,,,,,0,,,,,,,,"based on Fig. 4.6; if <=95% of coral was unbleached, then considered ""local bleaching"", otherwise (>95% unbleached) no bleaching considered; in Discussion author mentions lack of mucus and tentacle activity of Montipora, as well as necroses of Montipora under sediment/bleached surface (if unbleached >=50% considered small necroses, if unbleached <50% considered large necroses)",0,1,0,0,NA,0,NA,not recorded,"field study that focused on calibration of artificial sediment block for use on the reef, but was able to glean data from Fig. 4.6 because of discrete grouping of sediment levels (like treatments), then averaging bleaching response",n/a
DS27,DS,Sofonia (2006) PhD Chapter 4,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Field,manipulative,Porites,cylindrica,Porites,cylindrica,,,adult,,,,,,Gradient of sediment - 2,n/a,Ambient field conditions,0,fine to medium (<500 micron) silicate-based (in plaster of paris),0,8.4,mg/cm2/day,8.4,regression,n/a,n/a,n/a,n/a,n/a,15,days,15,15,,,Based on x-values from Fig. 4.33,,,,,,,,,,,,0,,,,,,,,"based on Fig. 4.6; if <=95% of coral was unbleached, then considered ""local bleaching"", otherwise (>95% unbleached) no bleaching considered; in Discussion author mentions lack of mucus and tentacle activity of Montipora, as well as necroses of Montipora under sediment/bleached surface (if unbleached >=50% considered small necroses, if unbleached <50% considered large necroses)",0,1,0,0,NA,0,NA,not recorded,"field study that focused on calibration of artificial sediment block for use on the reef, but was able to glean data from Fig. 4.6 because of discrete grouping of sediment levels (like treatments), then averaging bleaching response",n/a
DS27,DS,Sofonia (2006) PhD Chapter 4,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Field,manipulative,Porites,cylindrica,Porites,cylindrica,,,adult,,,,,,Gradient of sediment - 3,n/a,Ambient field conditions,0,fine to medium (<500 micron) silicate-based (in plaster of paris),0,11.2,mg/cm2/day,11.2,regression,n/a,n/a,n/a,n/a,n/a,15,days,15,15,,,Based on x-values from Fig. 4.34,,,,,,,,,,,,0,,,,,,,,"based on Fig. 4.6; if <=95% of coral was unbleached, then considered ""local bleaching"", otherwise (>95% unbleached) no bleaching considered; in Discussion author mentions lack of mucus and tentacle activity of Montipora, as well as necroses of Montipora under sediment/bleached surface (if unbleached >=50% considered small necroses, if unbleached <50% considered large necroses)",0,1,0,0,NA,0,NA,not recorded,"field study that focused on calibration of artificial sediment block for use on the reef, but was able to glean data from Fig. 4.6 because of discrete grouping of sediment levels (like treatments), then averaging bleaching response",n/a
DS27,DS,Sofonia (2006) PhD Chapter 4,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Field,manipulative,Porites,cylindrica,Porites,cylindrica,,,adult,,,,,,Gradient of sediment - 4,n/a,Ambient field conditions,0,fine to medium (<500 micron) silicate-based (in plaster of paris),0,14.6,mg/cm2/day,14.6,regression,n/a,n/a,n/a,n/a,n/a,15,days,15,15,,,Based on x-values from Fig. 4.35,,,,,,,,,,,,0,,,,,,,,"based on Fig. 4.6; if <=95% of coral was unbleached, then considered ""local bleaching"", otherwise (>95% unbleached) no bleaching considered; in Discussion author mentions lack of mucus and tentacle activity of Montipora, as well as necroses of Montipora under sediment/bleached surface (if unbleached >=50% considered small necroses, if unbleached <50% considered large necroses)",0,1,0,0,NA,0,NA,not recorded,"field study that focused on calibration of artificial sediment block for use on the reef, but was able to glean data from Fig. 4.6 because of discrete grouping of sediment levels (like treatments), then averaging bleaching response",n/a
DS27,DS,Sofonia (2006) PhD Chapter 4,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Field,manipulative,Porites,cylindrica,Porites,cylindrica,,,adult,,,,,,Gradient of sediment - 5,n/a,Ambient field conditions,0,fine to medium (<500 micron) silicate-based (in plaster of paris),0,18.9,mg/cm2/day,18.9,regression,n/a,n/a,n/a,n/a,n/a,15,days,15,15,,,Based on x-values from Fig. 4.36,,,,,,,,,,,,0,,,,,,,,"based on Fig. 4.6; if <=95% of coral was unbleached, then considered ""local bleaching"", otherwise (>95% unbleached) no bleaching considered; in Discussion author mentions lack of mucus and tentacle activity of Montipora, as well as necroses of Montipora under sediment/bleached surface (if unbleached >=50% considered small necroses, if unbleached <50% considered large necroses)",0,1,0,0,NA,0,NA,not recorded,"field study that focused on calibration of artificial sediment block for use on the reef, but was able to glean data from Fig. 4.6 because of discrete grouping of sediment levels (like treatments), then averaging bleaching response",n/a
